Customer_ID,Customer_Name,City,State,Country
CUST0264,Vivaan Reddy,San Antonio,TX,Australia
CUST0265,Sneha Verma,Jacksonville,FL,United States
CUST0266,Simran Singh,Houston,TX,United States
CUST0267,Simran Reddy,Seattle,WA,United States
CUST0268,Sahil Kapoor,Columbus,OH,India
CUST0269,Anjali Joshi,Philadelphia,PA,United States
CUST0270,Kabir Reddy,Washington,DC,India
CUST0271,Karan Reddy,Los Angeles,CA,United States
CUST0272,Simran Singh,Phoenix,AZ,United States
CUST0273,Neha Joshi,Columbus,OH,United States
CUST0274,Pooja Kumar,Philadelphia,PA,United States
CUST0275,Pooja Reddy,Dallas,TX,India
CUST0276,Neha Kumar,Fort Worth,TX,Canada
CUST0277,Pooja Joshi,San Francisco,CA,India
CUST0278,Aditya Gupta,Indianapolis,IN,India
CUST0279,Sneha Gupta,Chicago,IL,United Kingdom
CUST0280,Anjali Patel,San Jose,CA,United States
CUST0281,Sahil Verma,San Diego,CA,Canada
CUST0282,Arjun Singh,Chicago,IL,United States
CUST0283,Sneha Mehta,Washington,DC,United States
CUST0284,Arjun Kumar,Dallas,TX,United States
CUST0285,Aditya Mehta,Jacksonville,FL,United States
CUST0286,Karan Patel,Washington,DC,United States
CUST0287,Sahil Joshi,Columbus,OH,United States
CUST0288,Karan Sharma,Columbus,OH,United States
CUST0289,Rohit Mehta,New York,NY,India
CUST0290,Sunita Kapoor,Denver,CO,India
CUST0291,Aarav Kapoor,Philadelphia,PA,Canada
CUST0292,Sunita Joshi,San Diego,CA,United States
CUST0293,Aarav Patel,San Diego,CA,United States
CUST0294,Priya Mehta,Columbus,OH,United States
CUST0295,Karan Reddy,New York,NY,India
CUST0296,Sahil Kapoor,Charlotte,NC,United States
CUST0297,Sneha Joshi,New York,NY,United States
CUST0298,Sneha Gupta,Washington,DC,United States
CUST0299,Karan Joshi,Chicago,IL,United States
CUST0300,Aarav Mehta,Chicago,IL,United States
CUST0301,Anjali Mehta,Charlotte,NC,United Kingdom
CUST0302,Mohit Joshi,New York,NY,Australia
CUST0303,Arjun Kapoor,New York,NY,United States
CUST0304,Sahil Sharma,Denver,CO,United States
CUST0305,Sunita Kapoor,Houston,TX,United States
CUST0306,Ritika Sharma,San Jose,CA,United States
CUST0307,Aditya Mehta,Denver,CO,United States
CUST0308,Arjun Joshi,Washington,DC,India
CUST0309,Mohit Sharma,Indianapolis,IN,India
CUST0310,Pooja Mehta,Los Angeles,CA,India
CUST0311,Anjali Kumar,Indianapolis,IN,United States
CUST0312,Simran Patel,Fort Worth,TX,United States
CUST0313,Anjali Mehta,Phoenix,AZ,United States
CUST0314,Pooja Mehta,Austin,TX,United States
CUST0315,Pooja Verma,Dallas,TX,United States
CUST0316,Neha Sharma,San Francisco,CA,United States
CUST0317,Sahil Sharma,Columbus,OH,United States
CUST0318,Vikas Kumar,Seattle,WA,United States
CUST0319,Aditya Sharma,Charlotte,NC,United States
CUST0320,Aarav Kumar,Columbus,OH,United States
CUST0321,Rohit Sharma,San Jose,CA,United States
CUST0322,Kabir Singh,Indianapolis,IN,United States
CUST0323,Sneha Singh,San Antonio,TX,United States
CUST0324,Neha Verma,Dallas,TX,India
CUST0325,Ritika Kumar,Chicago,IL,India
CUST0326,Simran Gupta,Columbus,OH,United States
CUST0327,Vikas Singh,Chicago,IL,United States
CUST0328,Kabir Kapoor,Philadelphia,PA,United States
CUST0329,Vihaan Singh,Indianapolis,IN,United States
CUST0330,Priya Verma,Indianapolis,IN,United States
CUST0331,Ritika Sharma,Indianapolis,IN,India
CUST0332,Priya Kapoor,San Francisco,CA,United States
CUST0333,Sunita Mehta,Houston,TX,United States
CUST0334,Rohit Verma,Fort Worth,TX,United States
CUST0335,Ritika Kumar,Denver,CO,United States
CUST0336,Vihaan Gupta,New York,NY,United States
CUST0337,Kabir Verma,Phoenix,AZ,United States
CUST0338,Ritika Sharma,Chicago,IL,United States
CUST0339,Vikas Reddy,Indianapolis,IN,United States
CUST0340,Karan Patel,Seattle,WA,United States
CUST0341,Aditya Reddy,Philadelphia,PA,Australia
CUST0342,Anjali Sharma,San Jose,CA,United States
CUST0343,Karan Joshi,Philadelphia,PA,United States
CUST0344,Vikas Joshi,Denver,CO,India
CUST0345,Arjun Mehta,Fort Worth,TX,United States
CUST0346,Mohit Reddy,Chicago,IL,United States
CUST0347,Pooja Kapoor,San Jose,CA,United Kingdom
CUST0348,Sahil Joshi,Dallas,TX,United States
CUST0349,Simran Mehta,San Francisco,CA,India
CUST0350,Ritika Gupta,Indianapolis,IN,United States
CUST0351,Anjali Kumar,New York,NY,United Kingdom
CUST0352,Aditya Gupta,New York,NY,United States
CUST0353,Simran Kumar,San Diego,CA,United States
CUST0354,Simran Kapoor,Washington,DC,United States
CUST0355,Kabir Mehta,Phoenix,AZ,United States
CUST0356,Neha Patel,San Francisco,CA,Australia
CUST0357,Mohit Joshi,San Jose,CA,Canada
CUST0358,Rohit Patel,Phoenix,AZ,United States
CUST0359,Pooja Patel,Fort Worth,TX,India
CUST0360,Pooja Kapoor,Los Angeles,CA,United Kingdom
CUST0361,Pooja Reddy,Phoenix,AZ,United States
CUST0362,Aarav Reddy,Columbus,OH,United States
CUST0363,Rohit Verma,Washington,DC,United States
CUST0364,Sneha Mehta,Dallas,TX,United States
CUST0365,Neha Reddy,Jacksonville,FL,United States
CUST0366,Sneha Joshi,Austin,TX,United States
CUST0367,Neha Joshi,Los Angeles,CA,United States
CUST0368,Aarav Verma,San Francisco,CA,India
CUST0369,Priya Kumar,Washington,DC,United States
CUST0370,Sunita Kumar,San Diego,CA,United States
CUST0371,Priya Kapoor,San Diego,CA,United States
CUST0372,Vikas Joshi,Jacksonville,FL,India
CUST0373,Sahil Reddy,San Francisco,CA,United Kingdom
CUST0374,Vikas Mehta,Houston,TX,India
CUST0375,Sahil Patel,Phoenix,AZ,United States
CUST0376,Vikas Joshi,Charlotte,NC,United States
CUST0377,Pooja Gupta,Phoenix,AZ,India
CUST0378,Pooja Kumar,Philadelphia,PA,India
CUST0379,Vihaan Kumar,Washington,DC,Australia
CUST0380,Anjali Verma,Washington,DC,India
CUST0381,Sahil Singh,Seattle,WA,Canada
CUST0382,Rohit Kumar,San Diego,CA,United States
CUST0383,Neha Gupta,Chicago,IL,United States
CUST0384,Ritika Reddy,Charlotte,NC,India
CUST0385,Kabir Gupta,Denver,CO,United States
CUST0386,Vihaan Kumar,Charlotte,NC,United Kingdom
CUST0387,Priya Kumar,Indianapolis,IN,United States
CUST0388,Vikas Singh,Philadelphia,PA,India
CUST0389,Priya Sharma,Chicago,IL,India
CUST0390,Sahil Singh,Fort Worth,TX,United States
CUST0391,Pooja Sharma,Indianapolis,IN,United States
CUST0392,Vivaan Reddy,Houston,TX,India
CUST0393,Priya Singh,Los Angeles,CA,Canada
CUST0394,Neha Verma,Philadelphia,PA,United States
CUST0395,Aarav Kapoor,Washington,DC,United States
CUST0396,Priya Joshi,San Antonio,TX,United Kingdom
CUST0397,Neha Joshi,Seattle,WA,Australia
CUST0398,Anjali Singh,Houston,TX,India
CUST0399,Vivaan Gupta,Los Angeles,CA,India
CUST0400,Neha Verma,Denver,CO,United States
CUST0401,Aditya Mehta,San Francisco,CA,United States
CUST0402,Neha Verma,Austin,TX,United States
CUST0403,Arjun Singh,Charlotte,NC,India
CUST0404,Ritika Gupta,Houston,TX,United States
CUST0405,Aditya Kumar,San Antonio,TX,United States
CUST0406,Vihaan Reddy,Jacksonville,FL,India
CUST0407,Karan Kapoor,Seattle,WA,United States
CUST0408,Kabir Kapoor,Washington,DC,India
CUST0409,Sneha Reddy,San Francisco,CA,United States
CUST0410,Simran Gupta,Washington,DC,United States
CUST0411,Ritika Mehta,San Diego,CA,United States
CUST0412,Priya Kapoor,Denver,CO,United States
CUST0413,Kabir Sharma,Dallas,TX,United States
CUST0414,Kabir Verma,San Antonio,TX,United States
CUST0415,Rohit Kumar,Austin,TX,United States
CUST0416,Pooja Verma,Los Angeles,CA,United Kingdom
CUST0417,Mohit Kumar,San Francisco,CA,India
CUST0418,Aditya Singh,Denver,CO,United States
CUST0419,Aarav Mehta,Fort Worth,TX,United States
CUST0420,Simran Kapoor,San Francisco,CA,United States
CUST0421,Neha Gupta,Washington,DC,United States
CUST0422,Vivaan Kumar,San Jose,CA,United States
CUST0423,Priya Gupta,Columbus,OH,Australia
CUST0424,Simran Verma,Los Angeles,CA,United States
CUST0425,Sneha Gupta,San Jose,CA,United States
CUST0426,Karan Verma,Austin,TX,United States
CUST0427,Sahil Kumar,Indianapolis,IN,United Kingdom
CUST0428,Arjun Gupta,Phoenix,AZ,United Kingdom
CUST0429,Arjun Verma,Phoenix,AZ,United States
CUST0430,Vivaan Singh,Phoenix,AZ,United States
CUST0431,Priya Kapoor,Columbus,OH,United States
CUST0432,Ritika Gupta,Columbus,OH,United States
CUST0433,Simran Verma,Philadelphia,PA,United States
CUST0434,Simran Gupta,San Jose,CA,United Kingdom
CUST0435,Sunita Gupta,San Diego,CA,United States
CUST0436,Aman Reddy,Chicago,IL,Canada
CUST0437,Neha Joshi,New York,NY,United States
CUST0438,Aditya Kapoor,Phoenix,AZ,United States
CUST0439,Vivaan Mehta,Houston,TX,India
CUST0440,Anjali Kapoor,Fort Worth,TX,India
CUST0441,Pooja Sharma,Fort Worth,TX,United Kingdom
CUST0442,Ritika Kapoor,Denver,CO,United States
CUST0443,Aarav Gupta,Fort Worth,TX,United States
CUST0444,Ritika Sharma,Charlotte,NC,United States
CUST0445,Mohit Joshi,Fort Worth,TX,India
CUST0446,Aman Joshi,Fort Worth,TX,Australia
CUST0447,Pooja Singh,Indianapolis,IN,United States
CUST0448,Ritika Mehta,Indianapolis,IN,United States
CUST0449,Neha Verma,San Antonio,TX,United States
CUST0450,Neha Patel,San Diego,CA,India
CUST0451,Karan Patel,San Antonio,TX,Canada
CUST0452,Anjali Verma,Columbus,OH,United States
CUST0453,Mohit Patel,Indianapolis,IN,United States
CUST0454,Karan Joshi,Seattle,WA,United States
CUST0455,Priya Mehta,Washington,DC,India
CUST0456,Sahil Sharma,Seattle,WA,India
CUST0457,Simran Verma,Fort Worth,TX,United States
CUST0458,Anjali Gupta,Chicago,IL,United States
CUST0459,Anjali Verma,Los Angeles,CA,United States
CUST0460,Sunita Reddy,Austin,TX,United States
CUST0461,Aarav Reddy,San Francisco,CA,Australia
CUST0462,Simran Mehta,Los Angeles,CA,United Kingdom
CUST0463,Vivaan Kumar,Seattle,WA,United States
CUST0464,Aman Patel,Denver,CO,India
CUST0465,Kabir Joshi,Denver,CO,United States
CUST0466,Simran Sharma,Fort Worth,TX,United Kingdom
CUST0467,Rohit Gupta,Chicago,IL,United States
CUST0468,Sahil Singh,San Antonio,TX,United States
CUST0469,Priya Joshi,Philadelphia,PA,United States
CUST0470,Neha Verma,San Francisco,CA,India
CUST0471,Aarav Kapoor,Jacksonville,FL,Canada
CUST0472,Sneha Singh,Charlotte,NC,United States
CUST0473,Priya Reddy,San Francisco,CA,United States
CUST0474,Aarav Reddy,San Francisco,CA,United States
CUST0475,Karan Verma,San Antonio,TX,United Kingdom
CUST0476,Simran Verma,Washington,DC,United States
CUST0477,Arjun Joshi,Chicago,IL,United States
CUST0478,Priya Reddy,Columbus,OH,United States
CUST0479,Pooja Mehta,Philadelphia,PA,Australia
CUST0480,Neha Joshi,Chicago,IL,United States
CUST0481,Sneha Joshi,Washington,DC,United States
CUST0482,Sahil Singh,Seattle,WA,United States
CUST0483,Sunita Kumar,Indianapolis,IN,United States
CUST0484,Kabir Reddy,Houston,TX,India
CUST0485,Arjun Verma,Denver,CO,United States
CUST0486,Pooja Mehta,Charlotte,NC,United States
CUST0487,Anjali Reddy,Jacksonville,FL,United States
CUST0488,Pooja Sharma,Washington,DC,United States
CUST0489,Priya Gupta,New York,NY,India
CUST0490,Ritika Kapoor,New York,NY,United States
CUST0491,Neha Singh,Dallas,TX,United States
CUST0492,Simran Reddy,Washington,DC,United States
CUST0493,Neha Patel,Seattle,WA,Australia
CUST0494,Anjali Reddy,Austin,TX,United States
CUST0495,Sahil Mehta,New York,NY,India
CUST0496,Simran Patel,Austin,TX,United States
CUST0497,Rohit Kumar,Houston,TX,United States
CUST0498,Ritika Mehta,San Jose,CA,United States
CUST0499,Sneha Mehta,San Antonio,TX,Australia
CUST0500,Vivaan Patel,Los Angeles,CA,United States
CUST0501,Neha Mehta,Fort Worth,TX,United States
CUST0502,Sunita Singh,Los Angeles,CA,United States
CUST0503,Neha Sharma,Columbus,OH,United States
CUST0504,Arjun Reddy,Washington,DC,United States
CUST0505,Ritika Patel,Columbus,OH,India
CUST0506,Vihaan Joshi,Philadelphia,PA,United States
CUST0507,Simran Sharma,Columbus,OH,United States
CUST0508,Arjun Mehta,Jacksonville,FL,United States
CUST0509,Arjun Verma,Chicago,IL,Canada
CUST0510,Neha Gupta,Seattle,WA,India
CUST0511,Anjali Kapoor,San Francisco,CA,United States
CUST0512,Sunita Verma,Phoenix,AZ,United States
CUST0513,Anjali Reddy,San Diego,CA,Australia
CUST0514,Sunita Patel,Fort Worth,TX,United States
CUST0515,Neha Reddy,Fort Worth,TX,United States
CUST0516,Vivaan Kapoor,Indianapolis,IN,Canada
CUST0517,Priya Kumar,San Jose,CA,United States
CUST0518,Aditya Mehta,San Antonio,TX,United States
CUST0519,Vihaan Verma,Jacksonville,FL,United States
CUST0520,Simran Singh,Jacksonville,FL,United States
CUST0521,Priya Sharma,Denver,CO,India
CUST0522,Vivaan Patel,New York,NY,United States
CUST0523,Vivaan Gupta,San Jose,CA,United States
CUST0524,Vikas Patel,Jacksonville,FL,United States
CUST0525,Karan Singh,Los Angeles,CA,Canada
CUST0526,Sneha Reddy,Chicago,IL,Canada
CUST0527,Karan Kapoor,Washington,DC,United States
CUST0528,Mohit Singh,Phoenix,AZ,United States
CUST0529,Mohit Verma,Los Angeles,CA,Canada
CUST0530,Kabir Mehta,New York,NY,United States
CUST0531,Kabir Kumar,Austin,TX,United States
